"","x_location","y_location"
"CBLN3",-2011.41356993605,-1224.67178149456
"CBR1",-1116.41356993605,-2360.67178149456
"CBR4",1188.58643006395,-2526.67178149456
"CBWD1",-2520.41356993605,-1144.67178149456
"CBWD2",-2868.41356993605,-719.671781494555
"CBWD5",-2361.41356993605,-1600.67178149456
"CBX1",2599.58643006395,-1248.67178149456
"CBX2",2553.58643006395,2356.32821850544
"CBX4",-1208.41356993605,-1222.67178149456
"CBX5",2174.58643006395,1010.32821850544
"CBX6",-818.413569936049,-1026.67178149456
"CBX7",1921.58643006395,-2456.67178149456
"CBX8",1160.58643006395,-976.671781494555
"CBY1",3349.58643006395,-238.671781494555
"CC2D1A",2782.58643006395,-1320.67178149456
"CCDC112",2029.58643006395,-2006.67178149456
"CCDC117",-2217.41356993605,-192.671781494555
"CCDC12",-1189.41356993605,3581.32821850544
"CCDC121",2573.58643006395,-2862.67178149456
"CCDC122",873.586430063951,1694.32821850544
"CCDC125",2978.58643006395,-2833.67178149456
"CCDC126",1547.58643006395,715.328218505445
"CCDC137",-1475.41356993605,3200.32821850544
"CCDC14",1374.58643006395,-1126.67178149456
"CCDC146",-226.413569936049,-1122.67178149456
"CCDC149",1217.58643006395,-2022.67178149456
"CCDC15",3699.58643006395,-344.671781494555
"CCDC170",129.586430063951,-2620.67178149456
"CCDC183-AS1",1146.58643006395,-2736.67178149456
"CCDC189",2936.58643006395,-1312.67178149456
"CCDC22",2612.58643006395,-798.671781494555
"CCDC28A",2505.58643006395,-2664.67178149456
"CCDC50",-2199.41356993605,791.328218505445
"CCDC58",-936.413569936049,1055.32821850544
"CCDC59",-762.413569936049,1650.32821850544
"CCDC6",485.586430063951,-3876.67178149456
"CCDC69",2523.58643006395,-1086.67178149456
"CCDC71",-3311.41356993605,2058.32821850544
"CCDC85B",-385.413569936049,-1861.67178149456
"CCDC86",-570.413569936049,2135.32821850544
"CCDC88A",-1031.41356993605,-3151.67178149456
"CCDC88B",640.586430063951,-1432.67178149456
"CCDC88C",3799.58643006395,-1085.67178149456
"CCDC9",-2902.41356993605,3283.32821850544
"CCDC9B",3892.58643006395,-2119.67178149456
"CCHCR1",1647.58643006395,-1246.67178149456
"CCL1",-1946.41356993605,845.328218505445
"CCL18",-1065.41356993605,869.328218505445
"CCL19",-2283.41356993605,-1074.67178149456
"CCL2",-1962.41356993605,3548.32821850544
"CCL20",-1556.41356993605,3182.32821850544
"CCL22",-3055.41356993605,1314.32821850544
"CCL23",-1970.41356993605,-198.671781494555
"CCL24",1980.58643006395,4074.32821850544
"CCL3",-1610.41356993605,2591.32821850544
"CCL3L3",-1561.41356993605,2549.32821850544
"CCL4",-1486.41356993605,2009.32821850544
"CCL4L2",-1880.41356993605,1865.32821850544
"CCL5",-1678.41356993605,-423.671781494555
"CCL7",-2966.41356993605,2752.32821850544
"CCL8",-1900.41356993605,-540.671781494555
"CCM2L",-1626.41356993605,1271.32821850544
"CCNA1",-3199.41356993605,1657.32821850544
"CCNB2",2872.58643006395,1937.32821850544
"CCND1",-2317.41356993605,3003.32821850544
"CCND2",-3946.41356993605,1945.32821850544
"CCNE2",2559.58643006395,7991.32821850544
"CCNF",3317.58643006395,-202.671781494555
"CCNG1",2997.58643006395,49.328218505445
"CCNG2",2643.58643006395,-2322.67178149456
"CCNJ",-2052.41356993605,683.328218505445
"CCNL1",-3427.41356993605,1181.32821850544
"CCNT2",-2002.41356993605,287.328218505445
"CCNY",3120.58643006395,-2539.67178149456
"CCP110",1948.58643006395,-2402.67178149456
"CCPG1",2473.58643006395,-2502.67178149456
"CCR2",414.586430063951,-2426.67178149456
"CCR5",-2324.41356993605,-516.671781494555
"CCR7",-2141.41356993605,-702.671781494555
"CCRL2",-1160.41356993605,1235.32821850544
"CCS",3738.58643006395,-1862.67178149456
"CCSAP",1714.58643006395,-1966.67178149456
"CCSER2",-1903.41356993605,-432.671781494555
"CCT2",-1285.41356993605,3377.32821850544
"CCT3",-1005.41356993605,3103.32821850544
"CCT4",-1186.41356993605,2603.32821850544
"CCT5",-967.413569936049,2261.32821850544
"CCT6A",-1555.41356993605,2975.32821850544
"CCT6P1",-1345.41356993605,-350.671781494555
"CCT7",-754.413569936049,3133.32821850544
"CCT8",-1139.41356993605,1307.32821850544
"CCZ1B",-1171.41356993605,-441.671781494555
"CD101",834.586430063951,-1271.67178149456
"CD14",2688.58643006395,-780.671781494555
"CD151",3091.58643006395,2314.32821850544
"CD163",1943.58643006395,-2186.67178149456
"CD163L1",3185.58643006395,-927.671781494555
"CD180",2341.58643006395,-962.671781494555
"CD1C",840.586430063951,-1181.67178149456
"CD1D",-140.413569936049,-1771.67178149456
"CD1E",1696.58643006395,-3658.67178149456
"CD2",-1947.41356993605,-2203.67178149456
"CD200",-2342.41356993605,-1110.67178149456
"CD200R1",509.586430063951,-1165.67178149456
"CD209",51.5864300639514,-2462.67178149456
"CD22",984.586430063951,1430.32821850544
"CD24",1046.58643006395,2479.32821850544
"CD247",-1936.41356993605,-2239.67178149456
"CD27-AS1",1610.58643006395,-3231.67178149456
"CD274",-2088.41356993605,971.328218505445
"CD276",-2438.41356993605,3158.32821850544
"CD28",-902.413569936049,-1631.67178149456
"CD2AP",-1148.41356993605,-1801.67178149456
"CD300A",1433.58643006395,-3093.67178149456
"CD300C",766.586430063951,-1623.67178149456
"CD300E",-491.413569936049,-853.671781494555
"CD300H",-1558.41356993605,-2734.67178149456
"CD300LB",1574.58643006395,-1786.67178149456
"CD300LF",2345.58643006395,-1898.67178149456
"CD302",546.586430063951,-1835.67178149456
"CD33",2010.58643006395,-368.671781494555
"CD34",1454.58643006395,2520.32821850544
"CD36",1350.58643006395,-1572.67178149456
"CD37",1368.58643006395,-726.671781494555
"CD38",-1892.41356993605,-144.671781494555
"CD3D",-1720.41356993605,-2713.67178149456
"CD3E",-1892.41356993605,-2341.67178149456
"CD3G",-1939.41356993605,-3403.67178149456
"CD4",-401.413569936049,-1825.67178149456
"CD40",-1649.41356993605,1631.32821850544
"CD44",-1781.41356993605,2357.32821850544
"CD46",78.5864300639514,-1860.67178149456
"CD47",-1911.41356993605,1019.32821850544
"CD48",-2340.41356993605,1691.32821850544
"CD5",-1116.41356993605,-1949.67178149456
"CD53",-3228.41356993605,1223.32821850544
"CD55",-1702.41356993605,3161.32821850544
"CD58",-1801.41356993605,2753.32821850544
"CD6",-1529.41356993605,-2677.67178149456
"CD69",-2933.41356993605,-673.671781494555
"CD70",-2564.41356993605,95.328218505445
"CD72",-169.413569936049,-2456.67178149456
"CD74",-1664.41356993605,-2268.67178149456
"CD80",-1996.41356993605,539.328218505445
"CD82",-1174.41356993605,3461.32821850544
"CD83",-2266.41356993605,1547.32821850544
"CD86",-339.413569936049,-1740.67178149456
"CD8A",-1664.41356993605,-2636.67178149456
"CD8B",-1860.41356993605,-2523.67178149456
"CD9",1602.58643006395,-615.671781494555
"CD96",-1754.41356993605,-2466.67178149456
"CD99L2",-484.413569936049,-1628.67178149456
"CDA",2945.58643006395,-2315.67178149456
"CDAN1",2794.58643006395,88.328218505445
"CDC25B",-483.413569936049,-2793.67178149456
"CDC37",-2050.41356993605,3895.32821850544
"CDC40",1293.58643006395,-2022.67178149456
"CDC42EP1",-393.413569936049,-1965.67178149456
"CDC42EP3",75.5864300639514,2888.32821850544
"CDC42EP4",-1484.41356993605,-2326.67178149456
"CDC42SE1",-2658.41356993605,-640.671781494555
"CDC6",758.586430063951,2167.32821850544
"CDC73",-2388.41356993605,-102.671781494555
"CDCA4",-2824.41356993605,2885.32821850544
"CDCA5",776.586430063951,2615.32821850544
"CDCA7",1404.58643006395,1511.32821850544
"CDH23",-219.413569936049,-4080.67178149456
"CDIPT",2430.58643006395,-708.671781494555
"CDK1",197.586430063951,2336.32821850544
"CDK14",-2029.41356993605,41.328218505445
"CDK16",-2583.41356993605,2396.32821850544
"CDK17",-2972.41356993605,-468.671781494555
"CDK19",2251.58643006395,-1664.67178149456
"CDK2AP1",2992.58643006395,1243.32821850544
"CDK5",1834.58643006395,-2060.67178149456
"CDK5RAP2",2865.58643006395,1783.32821850544
"CDK5RAP3",2894.58643006395,-1104.67178149456
"CDK6",1457.58643006395,1812.32821850544
"CDKN1A",-3116.41356993605,-48.671781494555
"CDKN1B",-475.413569936049,-2259.67178149456
"CDKN1C",2276.58643006395,786.328218505445
"CDKN2B",-1309.41356993605,2351.32821850544
"CDKN2B-AS1",-3842.41356993605,258.328218505445
"CDKN2C",2858.58643006395,-4943.67178149456
"CDT1",1293.58643006395,1712.32821850544
"CEACAM21",1729.58643006395,-1016.67178149456
"CEACAM3",2764.58643006395,412.328218505445
"CEACAM4",-279.413569936049,-2508.67178149456
"CEACAM6",1434.58643006395,2178.32821850544
"CEBPA",1958.58643006395,-548.671781494555
"CEBPA-DT",2978.58643006395,-2760.67178149456
"CEBPB",-2841.41356993605,2451.32821850544
"CEBPE",2700.58643006395,119.328218505445
"CEBPZ",-1554.41356993605,1955.32821850544
"CELF1",-1628.41356993605,26.328218505445
"CELF2",1720.58643006395,-2906.67178149456
"CELSR1",3407.58643006395,700.328218505445
"CEMIP",-5087.41356993605,1845.32821850544
"CEMIP2",-3239.41356993605,372.328218505445
"CENPE",1520.58643006395,-1156.67178149456
"CENPN",-2664.41356993605,-1098.67178149456
"CENPP",1378.58643006395,-3496.67178149456
"CENPQ",120.586430063951,-2928.67178149456
"CENPT",2956.58643006395,531.328218505445
"CENPU",4034.58643006395,3041.32821850544
"CENPX",1359.58643006395,-512.671781494555
"CEP120",1184.58643006395,-1804.67178149456
"CEP131",2355.58643006395,-1862.67178149456
"CEP135",-1670.41356993605,134.328218505445
"CEP162",928.586430063951,-2563.67178149456
"CEP170",-2840.41356993605,2791.32821850544
"CEP170B",-3511.41356993605,1824.32821850544
"CEP19",-4655.41356993605,1749.32821850544
"CEP250",2025.58643006395,-1196.67178149456
"CEP295",782.586430063951,-1768.67178149456
"CEP57",1255.58643006395,-1264.67178149456
"CEP68",3375.58643006395,-1623.67178149456
"CEP70",719.586430063951,2755.32821850544
"CEP72",3431.58643006395,-1683.67178149456
"CEP76",2471.58643006395,365.328218505445
"CEP78",1157.58643006395,-3106.67178149456
"CEP85",2269.58643006395,332.328218505445
"CEP97",2256.58643006395,-728.671781494555
"CERK",3032.58643006395,-1559.67178149456
"CERS2",2716.58643006395,556.328218505445
"CERS6",-370.413569936049,-1597.67178149456
"CETN3",3309.58643006395,-935.671781494555
"CFAP44",435.586430063951,-3175.67178149456
"CFAP46",-1499.41356993605,3939.32821850544
"CFAP54",-2438.41356993605,-516.671781494555
"CFAP58-DT",-2509.41356993605,1463.32821850544
"CFAP97",-744.413569936049,6583.32821850544
"CFB",-2027.41356993605,-684.671781494555
"CFD",-1504.41356993605,-1974.67178149456
"CFL2",2189.58643006395,711.328218505445
"CFLAR",-2085.41356993605,863.328218505445
"CGAS",-1693.41356993605,-819.671781494555
"CGN",-2542.41356993605,545.328218505445
"CH25H",-2481.41356993605,-408.671781494555
"CHAF1A",2702.58643006395,-636.671781494555
"CHAF1B",1196.58643006395,2529.32821850544
"CHCHD10",4321.58643006395,-200.671781494555
"CHCHD2",-2613.41356993605,2360.32821850544
"CHD3",1056.58643006395,-1372.67178149456
"CHD6",-320.413569936049,-2976.67178149456
"CHD7",1444.58643006395,3510.32821850544
"CHEK1",837.586430063951,1579.32821850544
"CHEK2",-1277.41356993605,-1872.67178149456
"CHERP",524.586430063951,2955.32821850544
"CHI3L1",270.586430063951,2286.32821850544
"CHI3L2",-2580.41356993605,167.328218505445
"CHIC2",-2382.41356993605,2195.32821850544
"CHIT1",3014.58643006395,1918.32821850544
"CHKA",2236.58643006395,296.328218505445
"CHML",258.586430063951,2712.32821850544
"CHMP4B",-1745.41356993605,1577.32821850544
"CHMP5",-2121.41356993605,-966.671781494555
"CHN2",1795.58643006395,-3666.67178149456
"CHORDC1",-1569.41356993605,3554.32821850544
"CHPT1",3255.58643006395,-2529.67178149456
"CHRNB1",89.5864300639514,-1250.67178149456
"CHROMR",-957.413569936049,-960.671781494555
"CHST11",3368.58643006395,-1032.67178149456
"CHST13",1757.58643006395,-3804.67178149456
"CHST14",2815.58643006395,-2660.67178149456
"CHST2",-1220.41356993605,2711.32821850544
"CHST7",-2544.41356993605,635.328218505445
"CIAO2A",1374.58643006395,-2256.67178149456
"CIB1",2517.58643006395,-3114.67178149456
"CIDEB",2000.58643006395,-2294.67178149456
"CIITA",1904.58643006395,-3304.67178149456
"CINP",-2993.41356993605,882.328218505445
"CIPC",3250.58643006395,-1717.67178149456
"CIR1",-2634.41356993605,3867.32821850544
"CISD1",2906.58643006395,-3477.67178149456
"CITED4",-2831.41356993605,2647.32821850544
"CKAP2",2503.58643006395,-744.671781494555
"CKAP2L",930.586430063951,2296.32821850544
"CKAP4",-3381.41356993605,703.328218505445
"CKAP5",1596.58643006395,-687.671781494555
"CKB",-2395.41356993605,1727.32821850544
"CKLF",2439.58643006395,-978.671781494555
"CLASP2",-1851.41356993605,269.328218505445
"CLCF1",-2317.41356993605,77.328218505445
"CLCN4",3710.58643006395,-2317.67178149456
"CLCN5",1621.58643006395,-2362.67178149456
"CLCN6",1770.58643006395,314.328218505445
"CLDN23",-1976.41356993605,-1842.67178149456
"CLDN7",1581.58643006395,-1390.67178149456
"CLEC10A",648.586430063951,-2364.67178149456
"CLEC12A",-3061.41356993605,-1425.67178149456
"CLEC12B",-2889.41356993605,-1717.67178149456
"CLEC1A",1647.58643006395,-1552.67178149456
"CLEC2B",93.5864300639514,-2202.67178149456
"CLEC2D",-1520.41356993605,551.328218505445
"CLEC4A",1451.58643006395,-798.671781494555
"CLEC4D",-2135.41356993605,-252.671781494555
"CLEC4E",-3039.41356993605,1062.32821850544
"CLEC6A",-2608.41356993605,-1409.67178149456
"CLEC7A",1359.58643006395,-2058.67178149456
"CLECL1",-836.413569936049,-2328.67178149456
"CLGN",-1481.41356993605,587.328218505445
"CLIC2",-1706.41356993605,-2116.67178149456
"CLIC4",-2561.41356993605,923.328218505445
"CLINT1",-2255.41356993605,845.328218505445
"CLIP4",3554.58643006395,-2870.67178149456
"CLLU1OS",-2397.41356993605,-30.671781494555
"CLMN",1045.58643006395,-2358.67178149456
"CLN6",3753.58643006395,185.328218505445
"CLN8",2205.58643006395,747.328218505445
"CLOCK",2457.58643006395,-3236.67178149456
"CLPX",3636.58643006395,159.328218505445
"CLSTN1",2783.58643006395,-2624.67178149456
"CLTCL1",3245.58643006395,-2130.67178149456
"CLUH",-1323.41356993605,4001.32821850544
"CLUHP3",-1819.41356993605,-594.671781494555
"CMAHP",-1843.41356993605,-2629.67178149456
"CMC1",-323.413569936049,-3700.67178149456
"CMC2",-1782.41356993605,-828.671781494555
"CMPK2",-2595.41356993605,-1026.67178149456
"CMSS1",-1128.41356993605,3752.32821850544
"CMTM1",3297.58643006395,-2407.67178149456
"CMTM3",2471.58643006395,-42.671781494555
"CMTM4",2883.58643006395,-451.671781494555
"CMTM6",-2492.41356993605,797.328218505445
"CMTM7",1688.58643006395,-1444.67178149456
"CMTR1",-2344.41356993605,-1484.67178149456
"CNDP2",-1418.41356993605,-1472.67178149456
"CNN2",-230.413569936049,-995.671781494555
"CNN3",-449.413569936049,3514.32821850544
"CNNM2",2921.58643006395,-2279.67178149456
"CNNM3",3222.58643006395,-2166.67178149456
"CNNM4",1292.58643006395,-2634.67178149456
"CNOT6L",1911.58643006395,-2564.67178149456
"CNOT8",2500.58643006395,-1392.67178149456
"CNP",-1191.41356993605,-994.671781494555
"CNPY3",1799.58643006395,-2618.67178149456
"CNPY4",2088.58643006395,-980.671781494555
"CNRIP1",3965.58643006395,1406.32821850544
"CNST",385.586430063951,3484.32821850544
"CNTLN",-2839.41356993605,133.328218505445
"COA1",-2335.41356993605,-336.671781494555
"COA4",-1331.41356993605,3732.32821850544
"COA7",-254.413569936049,2764.32821850544
"COBLL1",-1331.41356993605,-501.671781494555
"COG5",-159.413569936049,-2033.67178149456
"COG6",2925.58643006395,-1721.67178149456
"COG8",3105.58643006395,-292.671781494555
"COL17A1",-1479.41356993605,2297.32821850544
"COL18A1",2229.58643006395,-3804.67178149456
"COL1A1",-2274.41356993605,563.328218505445
"COL23A1",880.586430063951,-756.671781494555
"COL24A1",1208.58643006395,1397.32821850544
"COL5A1",1815.58643006395,2147.32821850544
"COL5A3",-3085.41356993605,1026.32821850544
"COL6A1",831.586430063951,2556.32821850544
"COL6A2",841.586430063951,2106.32821850544
"COL8A2",4330.58643006395,353.328218505445
"COLGALT1",2861.58643006395,250.328218505445
"COLGALT2",-580.413569936049,2941.32821850544
"COMMD3",3160.58643006395,-1197.67178149456
"COMMD6",1786.58643006395,-1714.67178149456
"COMMD8",2339.58643006395,-1376.67178149456
"COMMD9",2423.58643006395,-1338.67178149456
"COPG1",-2557.41356993605,1319.32821850544
"COPG2",2688.58643006395,-1762.67178149456
"COPS2",-1605.41356993605,3518.32821850544
"COPS4",-1162.41356993605,885.328218505445
"COQ10B",-2189.41356993605,3021.32821850544
"COQ2",-2299.41356993605,-552.671781494555
"COQ6",1131.58643006395,-1858.67178149456
"CORO1A",1479.58643006395,-1804.67178149456
"CORO1B",1858.58643006395,-1556.67178149456
"CORO1C",1982.58643006395,217.328218505445
"CORO2A",1919.58643006395,-620.671781494555
"COX10",-1330.41356993605,911.328218505445
"COX10-AS1",-1415.41356993605,-100.671781494555
"COX11",1168.58643006395,-868.671781494555
"COX14",2332.58643006395,-4235.67178149456
"COX17",-1790.41356993605,1703.32821850544
"COX18",1497.58643006395,-4244.67178149456
"COX20",-2071.41356993605,3095.32821850544
"COX6C",-2766.41356993605,-1443.67178149456
"COX7A2",-2245.41356993605,1205.32821850544
"CPA3",727.586430063951,2988.32821850544
"CPAMD8",-1048.41356993605,2959.32821850544
"CPD",-1731.41356993605,641.328218505445
"CPEB2",-1816.41356993605,-144.671781494555
"CPEB3",-1652.41356993605,-1548.67178149456
"CPED1",627.586430063951,-2046.67178149456
"CPLANE1",-1186.41356993605,-2021.67178149456
"CPM",-1825.41356993605,1631.32821850544
"CPNE2",3401.58643006395,-161.671781494555
"CPNE3",882.586430063951,-2057.67178149456
"CPOX",2717.58643006395,-3261.67178149456
"CPPED1",2838.58643006395,-1618.67178149456
"CPT1A",3219.58643006395,-2757.67178149456
"CPVL",-1006.41356993605,-2136.67178149456
"CRACD",-1650.41356993605,1451.32821850544
"CRACR2A",-2504.41356993605,-1252.67178149456
"CRAMP1",2344.58643006395,7254.32821850544
"CRAT",1636.58643006395,-1282.67178149456
"CREB3L4",3432.58643006395,-125.671781494555
"CREB5",2526.58643006395,-1320.67178149456
"CREG1",-2512.41356993605,-1700.67178149456
"CREM",-2275.41356993605,-1308.67178149456
"CRHBP",4077.58643006395,2188.32821850544
"CRIM1",-2718.41356993605,2441.32821850544
"CRLF3",439.586430063951,-2003.67178149456
"CROCC",704.586430063951,-1914.67178149456
"CROCCP2",3699.58643006395,1414.32821850544
"CROCCP3",4196.58643006395,-584.671781494555
"CROT",1971.58643006395,-3124.67178149456
"CRTAP",739.586430063951,-2282.67178149456
"CRTC2",-1005.41356993605,1240.32821850544
"CRTC3",1942.58643006395,109.328218505445
"CRY1",734.586430063951,2541.32821850544
"CRYBG3",385.586430063951,-1338.67178149456
"CRYL1",1112.58643006395,-2448.67178149456
"CRYZ",-614.413569936049,-2262.67178149456
"CRYZL1",2050.58643006395,-3212.67178149456
"CRYZL2P",1109.58643006395,-556.671781494555
"CSF1",1280.58643006395,3189.32821850544
"CSF1R",1132.58643006395,-940.671781494555
"CSF2",-373.413569936049,2381.32821850544
"CSF3",-1891.41356993605,737.328218505445
"CSF3R",-273.413569936049,-2275.67178149456
"CSGALNACT1",1656.58643006395,2733.32821850544
"CSKMT",1820.01288497428,5450.64559059098
"CSNK1A1",-3471.41356993605,986.328218505445
"CSNK1G2",1436.58643006395,-3604.67178149456
"CSRNP1",-2912.41356993605,1152.32821850544
"CSRP1",1574.58643006395,-56.671781494555
"CSRP2",-2546.41356993605,-624.671781494555
"CST3",-1077.41356993605,-2217.67178149456
"CST7",-2202.41356993605,-2961.67178149456
"CSTA",-2197.41356993605,-984.671781494555
"CSTB",107.586430063951,2440.32821850544
"CSTF2T",-1620.41356993605,-675.671781494555
"CSTF3",-2255.41356993605,-30.671781494555
"CT75",-1700.41356993605,2189.32821850544
"CTDSP1",2635.58643006395,-1636.67178149456
"CTDSP2",2646.58643006395,-1320.67178149456
"CTDSPL",2391.58643006395,1617.32821850544
"CTNNB1",-1638.41356993605,341.328218505445
"CTNNBIP1",-565.413569936049,-2895.67178149456
"CTNND1",4035.58643006395,-2020.67178149456
"CTNND2",-588.413569936049,719.328218505445
"CTPS1",-803.413569936049,3205.32821850544
"CTPS2",2685.58643006395,-2483.67178149456
"CTSA",-801.413569936049,-2668.67178149456
"CTSB",776.586430063951,-2918.67178149456
"CTSC",527.586430063951,-1698.67178149456
"CTSD",2048.58643006395,-3578.67178149456
"CTSG",1193.58643006395,1673.32821850544
"CTSH",-1173.41356993605,-2785.67178149456
"CTSK",140.586430063951,-1286.67178149456
"CTSO",-1904.41356993605,-2995.67178149456
"CTSS",-1236.41356993605,-2622.67178149456
"CTTNBP2",2792.58643006395,-1955.67178149456
"CTU1",-906.413569936049,1519.32821850544
"CTU2",-1890.41356993605,2753.32821850544
"CUEDC1",1487.58643006395,-924.671781494555
"CUL1",-1827.41356993605,-936.671781494555
"CUL4A",-1291.41356993605,1361.32821850544
"CUL4B",-643.413569936049,-1277.67178149456
"CUL9",2199.58643006395,-3499.67178149456
"CUTA",2972.58643006395,-3175.67178149456
"CWC25",-2334.41356993605,2769.32821850544
"CX3CR1",1015.58643006395,-2178.67178149456
"CXCL1",-1720.41356993605,3035.32821850544
"CXCL10",-1699.41356993605,-1289.67178149456
"CXCL11",-1835.41356993605,-1251.67178149456
"CXCL13",-854.413569936049,879.328218505445
"CXCL2",-1054.41356993605,3067.32821850544
"CXCL3",-1396.41356993605,3587.32821850544
"CXCL5",632.586430063951,3040.32821850544
"CXCL6",-1431.41356993605,1433.32821850544
"CXCL8",-1723.41356993605,3777.32821850544
"CXCL9",-2043.41356993605,-1800.67178149456
"CXCR2P1",-956.413569936049,-2825.67178149456
"CXCR4",1755.58643006395,-2762.67178149456
"CXCR5",-2843.41356993605,1961.32821850544
"CXorf21",438.586430063951,-1823.67178149456
"CXorf38",-151.413569936049,-1575.67178149456
"CXXC5",4106.58643006395,-486.671781494555
"CYB561",479.586430063951,-3442.67178149456
"CYB5A",-889.413569936049,261.328218505445
"CYB5R1",2721.58643006395,1182.32821850544
"CYB5R2",-1971.41356993605,629.328218505445
"CYB5R3",-2991.41356993605,1980.32821850544
"CYBA",-3183.41356993605,289.328218505445
"CYBC1",-239.413569936049,-834.671781494555
"CYBRD1",1083.58643006395,-2977.67178149456
"CYC1",-73.4135699360486,2748.32821850544
"CYCS",-1222.41356993605,2459.32821850544
"CYHR1",2758.58643006395,-163.671781494555
"CYLD",-2713.41356993605,7.32821850544497
"CYP1B1",1668.58643006395,2875.32821850544
"CYP27A1",2278.58643006395,1818.32821850544
"CYP27B1",-2177.41356993605,503.328218505445
"CYP2R1",3140.58643006395,126.328218505445
"CYP2S1",2164.58643006395,-1808.67178149456
"CYP2U1",-1510.41356993605,-3442.67178149456
"CYP3A5",-686.413569936049,1941.32821850544
"CYP7B1",-2636.41356993605,1211.32821850544
"CYSLTR1",821.586430063951,-2156.67178149456
"CYSLTR2",1683.58643006395,-3714.67178149456
"CYTH1",-2027.41356993605,-378.671781494555
"CYTH3",2365.58643006395,-924.671781494555
"CYTOR",-2162.41356993605,221.328218505445
"DAB2",2105.58643006395,307.328218505445
"DACT3",-1155.41356993605,4056.32821850544
"DAGLB",2507.58643006395,-1906.67178149456
"DAPK1",-1737.41356993605,-1674.67178149456
"DAPP1",-1775.41356993605,-1289.67178149456
"DARS1",-844.413569936049,1865.32821850544
"DAZAP1",-1316.41356993605,3413.32821850544
"DBF4",2274.58643006395,1118.32821850544
"DBF4B",-1516.41356993605,-2257.67178149456
"DBI",-2118.41356993605,2483.32821850544
"DBN1",1154.58643006395,2717.32821850544
"DBP",2305.58643006395,-3432.67178149456
"DBR1",1929.58643006395,-2636.67178149456
"DBT",1416.58643006395,-3352.67178149456
"DCAF1",-651.413569936049,1862.32821850544
"DCAF11",864.586430063951,-2841.67178149456
"DCAF12",3246.58643006395,-863.671781494555
"DCAF13",-447.413569936049,3149.32821850544
"DCAF15",3601.58643006395,-1819.67178149456
"DCAF4",-761.413569936049,4030.32821850544
"DCAF5",18.5864300639514,-1581.67178149456
"DCK",-1041.41356993605,-1381.67178149456
"DCLK3",-1362.41356993605,1019.32821850544
"DCLRE1B",2756.58643006395,-505.671781494555
"DCLRE1C",1432.58643006395,-2326.67178149456
"DCP1A",-2718.41356993605,205.328218505445
"DCP1B",1874.58643006395,-3783.67178149456
"DCTN4",-1735.41356993605,-171.671781494555
"DCUN1D3",-2155.41356993605,701.328218505445
"DCUN1D5",-848.413569936049,2653.32821850544
"DCXR",623.586430063951,-1806.67178149456
"DDAH2",3186.58643006395,-814.671781494555
"DDB1",2508.58643006395,2083.32821850544
"DDB2",-1155.41356993605,-3063.67178149456
"DDHD1",1331.58643006395,-1752.67178149456
"DDIT3",3073.58643006395,3555.32821850544
"DDIT4",-2886.41356993605,2683.32821850544
"DDIT4L",1231.58643006395,2325.32821850544
"DDO",-1841.41356993605,-1883.67178149456
"DDR1",-3146.41356993605,3305.32821850544
"DDX10",-1031.41356993605,2833.32821850544
"DDX11",5957.58643006395,747.328218505445
"DDX11L2",1781.58643006395,1298.32821850544
"DDX12P",3748.58643006395,-1408.67178149456
"DDX18",-1347.41356993605,3449.32821850544
"DDX19A",-1789.41356993605,4430.32821850544
"DDX21",-1645.41356993605,2405.32821850544
"DDX31",-572.413569936049,2247.32821850544
"DDX39A",-1693.41356993605,2609.32821850544
"DDX39B",-1258.41356993605,1973.32821850544
"DDX3X",-3285.41356993605,642.328218505445
"DDX3Y",668.586430063951,4059.32821850544
"DDX47",-2661.41356993605,3264.32821850544
"DDX5",-2790.41356993605,2333.32821850544
"DDX50",-2126.41356993605,1961.32821850544
"DDX51",-1840.41356993605,3548.32821850544
"DDX55",-759.413569936049,3902.32821850544
"DDX56",-1707.41356993605,3395.32821850544
"DDX58",-2341.41356993605,-732.671781494555
"DDX60",-2225.41356993605,-804.671781494555
"DDX60L",-1918.41356993605,-468.671781494555
"DECR1",-1334.41356993605,-1641.67178149456
"DEDD2",3755.58643006395,941.328218505445
"DEF6",1463.58643006395,-2398.67178149456
"DEF8",2553.58643006395,-690.671781494555
"DEFA3",1051.58643006395,1790.32821850544
"DEFA4",1129.58643006395,2005.32821850544
"DEFB1",-1951.41356993605,-720.671781494555
"DEGS1",-2004.41356993605,3131.32821850544
"DENND10",1629.58643006395,-3082.67178149456
"DENND11",1753.58643006395,-2546.67178149456
"DENND1A",-2990.41356993605,-1938.67178149456
"DENND1B",157.586430063951,-975.671781494555
"DENND1C",658.586430063951,-1842.67178149456
"DENND2D",-3994.41356993605,1751.32821850544
"DENND3",-598.413569936049,-822.671781494555
"DENND4A",-1947.41356993605,35.328218505445
"DENND5A",-2637.41356993605,905.328218505445
"DENND6B",3507.58643006395,-1109.67178149456
"DEPDC5",2296.58643006395,-1556.67178149456
"DEPDC7",2170.58643006395,-404.671781494555
"DEPP1",-3197.41356993605,1331.32821850544
"DEPTOR",3672.58643006395,-2236.67178149456
"DERA",2195.58643006395,-1880.67178149456
"DESI1",-2240.41356993605,2931.32821850544
"DEXI",3337.58643006395,1495.32821850544
"DFFB",2995.58643006395,-3069.67178149456
"DGCR2",1241.58643006395,-2274.67178149456
"DGCR6L",1296.58643006395,-1788.67178149456
